Total itemsets found: 4897
Elapsed time: 5682ms
[64] - 514.22
[68] - 555.2199999999993
[47] - 561.5899999999999
[46] - 593.21
[7] - 625.9999999999998
[123] - 639.7499999999997
[88, 21] - 584.0994000000001
[79, 21] - 591.3639000000004
[94, 21] - 588.1841999999995
[36, 21] - 591.8744999999994
[90, 21] - 599.8233999999993
[55, 22] - 572.2591000000001
[22, 41] - 566.5232999999995
[22, 38] - 576.5353999999999
[22, 97] - 596.7493999999998
[22, 94] - 599.3989999999992
[22, 36] - 604.7612999999997
[22, 90] - 604.4610000000006
[44, 1] - 564.6075999999995
[44, 71] - 517.9348
[44, 67] - 555.5119000000002
[44, 41] - 534.1138999999995
[44, 97] - 622.6347999999987
[44, 94] - 594.5397999999996
[44, 36] - 588.9077
[44, 90] - 624.8185999999995
[2, 125] - 566.2590999999993
[24, 125] - 563.4760999999999
[125, 38] - 638.5596000000014
[125, 97] - 620.8170999999991
[125, 94] - 640.4320999999999
[36, 125] - 648.0973999999998
[125, 90] - 645.1415000000006
[23, 53] - 550.7477000000002
[104, 53] - 551.2951
[1, 53] - 552.5098000000002
[71, 53] - 534.4706000000004
[67, 53] - 578.7213999999998
[41, 53] - 567.4458999999995
[38, 53] - 580.6131000000005
[97, 53] - 531.5153000000004
[88, 23, 79, 94] - 536.5781360200007
[88, 23, 79, 36] - 543.3669041200004
[88, 23, 79, 90] - 540.9617745400001
[88, 67, 23, 71] - 544.3439658700001
[88, 23, 38, 71] - 533.4424831199984
[88, 23, 71, 94] - 564.8953724799998
[88, 23, 36, 71] - 575.6006036300009
[88, 23, 90, 71] - 568.25875518
[88, 23, 67, 41] - 516.0034300100002
[88, 23, 67, 38] - 593.0421610500011
[88, 23, 67, 97] - 556.7936796199997
[88, 23, 67, 94] - 621.0132934500015
[88, 23, 67, 36] - 631.9662602300003
[88, 23, 67, 90] - 625.3698007100004
[88, 23, 38, 41] - 557.4748716900003
[88, 23, 94, 41] - 559.6106334200006
[88, 23, 36, 41] - 566.9969414500003
[88, 23, 90, 41] - 560.1364797399996
[88, 23, 38, 97] - 573.250743
[88, 23, 38, 94] - 635.1446981000001
[88, 23, 36, 38] - 645.4007454600006
[88, 23, 38, 90] - 637.3280197400007
[88, 23, 94, 97] - 603.6679072400002
[88, 23, 36, 97] - 613.9489919399995
[88, 23, 90, 97] - 605.9491332900012
[88, 23, 36, 90, 94] - 507.40385098019993
[67, 23, 79, 71] - 546.3350024399995
[23, 79, 38, 71] - 539.7646697099992
[23, 79, 71, 94] - 569.5631607199989
[23, 79, 36, 71] - 574.9941218400003
[23, 79, 90, 71] - 575.8978312299982
[23, 67, 79, 41] - 515.6756943599996
[23, 67, 79, 38] - 597.7607628800006
[23, 67, 79, 97] - 556.2479551200005
[23, 67, 79, 94] - 624.7098542099995
[23, 67, 79, 36] - 629.5454918700023
[23, 67, 79, 90] - 631.3245716299987
[23, 79, 38, 41] - 562.6685382699992
[23, 79, 94, 41] - 561.3528747699994
[23, 79, 36, 41] - 564.7209875200009
[23, 79, 90, 41] - 565.4767144999988
[23, 79, 38, 97] - 575.6488248900001
[23, 79, 38, 94] - 642.8320889599997
[23, 79, 36, 38] - 648.9760125199999
[23, 79, 38, 90] - 648.195112390001
[23, 79, 94, 97] - 605.4427707499999
[23, 79, 36, 97] - 609.8046281299984
[23, 79, 90, 97] - 610.3500103599993
[23, 79, 36, 90, 94] - 511.4180766473993
[67, 23, 56, 71] - 601.2993538100012
[23, 56, 71, 41] - 599.4076126599999
[23, 56, 38, 71] - 591.0574021799994
[23, 56, 71, 97] - 625.5071980699997
[23, 56, 71, 94] - 625.8392945199994
[23, 56, 36, 71] - 629.4698811800016
[23, 56, 90, 71] - 625.4879154500006
[23, 56, 67, 41] - 598.2359577999997
[23, 56, 67, 38] - 590.53271156
[23, 56, 67, 97] - 619.2111192200002
[23, 56, 67, 94] - 622.0667804499997
[23, 56, 67, 36] - 624.5900530299999
[23, 56, 67, 90] - 621.2401214800004
[23, 56, 38, 41] - 640.092355900001
[23, 56, 41, 97] - 640.0849871900017
[23, 56, 94, 41] - 641.6017269599992
[23, 56, 36, 41] - 645.4091568100002
[23, 56, 90, 41] - 641.5780856900002
[23, 56, 38, 97] - 633.2931750500011
[23, 56, 38, 94] - 636.3191532900005
[23, 56, 36, 38] - 639.5070152900005
[23, 56, 38, 90] - 635.5182239900007
[23, 56, 94, 97] - 666.6539402700013
[23, 56, 36, 97] - 670.13656463
[23, 56, 90, 97] - 665.7836886899986
[23, 56, 36, 90, 94] - 505.938264914599
[23, 67, 38, 71, 41] - 624.4487097107999
[23, 67, 71, 41, 97] - 553.7380226365009
[23, 67, 71, 94, 41] - 622.5858617375997
[23, 67, 36, 71, 41] - 630.4213499693002
[23, 67, 90, 71, 41] - 627.4658683053007
[23, 67, 38, 71, 97] - 609.9744331730005
[23, 67, 36, 38, 71, 94] - 511.5702589731656
[23, 67, 38, 90, 71, 94] - 507.62984289617015
[23, 67, 36, 38, 90, 71] - 515.7318671560122
[23, 67, 71, 94, 97] - 631.0264040462
[23, 67, 36, 71, 97] - 637.982580564499
[23, 67, 90, 71, 97] - 634.6639691645017
[23, 67, 36, 90, 71, 94] - 531.6983005381567
[23, 38, 71, 41, 97] - 567.9799256305
[23, 38, 71, 94, 41] - 635.7968772088014
[23, 36, 38, 71, 41] - 644.2099733433009
[23, 38, 90, 71, 41] - 640.348005910499
[23, 71, 94, 41, 97] - 567.8604084840989
[23, 36, 71, 41, 97] - 573.7325232767012
[23, 90, 71, 41, 97] - 570.2312285688007
[23, 36, 71, 94, 41] - 643.5712821364004
[23, 90, 71, 94, 41] - 639.1975319102993
[23, 36, 90, 71, 41] - 648.1747386556991
[23, 38, 71, 94, 97] - 621.6842289709986
[23, 36, 38, 71, 97] - 629.0969526923991
[23, 38, 90, 71, 97] - 624.8912358687002
[23, 36, 38, 90, 71, 94] - 523.8426101262163
[23, 36, 71, 94, 97] - 653.4959276381004
[23, 90, 71, 94, 97] - 648.7744425042
[23, 36, 90, 71, 97] - 656.6319548580002
[23, 67, 38, 41, 97] - 612.0658318731013
[23, 67, 36, 38, 94, 41] - 515.6699555253336
[23, 67, 38, 90, 94, 41] - 512.5506043702779
[23, 67, 36, 38, 90, 41] - 518.9391207640019
[23, 67, 94, 41, 97] - 610.8491987220995
[23, 67, 36, 41, 97] - 616.3694747065002
[23, 67, 90, 41, 97] - 613.1673677360989
[23, 67, 36, 90, 94, 41] - 517.5255050102134
[23, 67, 38, 94, 97] - 667.2991623023008
[23, 67, 36, 38, 90, 97] - 507.35421342471614
[23, 67, 36, 38, 90, 94] - 559.8777027814132
[23, 67, 36, 90, 94, 97] - 523.0272817276941
[23, 38, 94, 41, 97] - 642.4532463141
[23, 36, 38, 41, 97] - 648.6326135207995
[23, 38, 90, 41, 97] - 644.5784154438988
[23, 36, 38, 90, 94, 41] - 540.076860670679
[23, 36, 94, 41, 97] - 648.7448237547998
[23, 90, 94, 41, 97] - 644.5981273808012
[23, 36, 90, 41, 97] - 651.0199809197998
[23, 36, 38, 90, 94, 97] - 530.8302239713099
[55, 2, 57] - 664.498508
[55, 24, 57] - 661.2067450000002
[55, 57, 41] - 591.4408869999993
[55, 57, 38] - 634.8751810000005
[55, 57, 97] - 661.9656919999998
[55, 57, 36, 94] - 529.0912125499993
[55, 57, 90, 94] - 532.0391171999992
[55, 57, 36, 90] - 534.6642773000004
[55, 31] - 588.9232
[55, 5, 41] - 524.0776979999994
[55, 38, 5] - 609.9266669999998
[55, 5, 97] - 619.0674670000001
[55, 36, 5, 94] - 508.67635888000024
[55, 5, 90, 94] - 518.5289113499997
[55, 36, 5, 90] - 517.6754421100003
[55, 24, 2] - 664.6272630000011
[55, 2, 41] - 594.2012189999999
[55, 2, 38, 97] - 531.9125601999993
[55, 2, 38, 94] - 569.4939952399995
[55, 2, 36, 38] - 563.90019251
[55, 2, 38, 90] - 570.8964683099991
[55, 2, 94, 97] - 562.8756271799991
[55, 2, 36, 97] - 566.4998470099997
[55, 2, 90, 97] - 567.7776729600004
[55, 2, 36, 94] - 593.0923964599993
[55, 2, 90, 94] - 601.4851489699993
[55, 2, 36, 90] - 599.5061649400004
[55, 1, 104] - 561.0791589999998
[55, 88, 79, 104] - 525.0414925100011
[55, 88, 104, 94] - 514.8995844799998
[55, 88, 36, 104] - 525.9036763700002
[55, 88, 104, 90] - 526.9936781100012
[55, 79, 104, 94] - 518.8543526500006
[55, 79, 36, 104] - 528.2228096799998
[55, 79, 104, 90] - 530.8076175899994
[55, 104, 71] - 633.605514
[55, 67, 104, 90] - 544.1006175599998
[55, 104, 41] - 546.8965529999998
[55, 38, 104] - 619.5385340000004
[55, 104, 97] - 608.9357589999984
[55, 36, 104, 94] - 522.4542710599997
[55, 104, 90, 94] - 523.3737017000007
[55, 36, 104, 90] - 535.6316005200002
[55, 90, 120] - 519.9469520000005
[88, 55, 1] - 538.6236959999998
[55, 1, 79] - 571.4668040000004
[55, 1, 71] - 511.7052300000006
[55, 67, 1] - 616.0013919999993
[55, 1, 41] - 604.6074519999999
[55, 1, 38] - 544.1368269999995
[55, 1, 94] - 610.7464199999994
[55, 1, 36] - 624.514109000001
[55, 1, 90] - 700.1757510000001
[55, 88, 67, 79] - 511.9858595499997
[55, 88, 79, 94] - 547.5933678700001
[55, 88, 79, 36] - 558.5845891499995
[55, 88, 79, 90] - 560.8412640000001
[55, 88, 71] - 590.4740299999999
[55, 88, 67, 94] - 516.801681819999
[55, 88, 67, 36] - 529.0564316699991
[55, 88, 67, 90] - 529.4643423000005
[55, 88, 38] - 590.3938760000007
[55, 88, 97] - 545.0205789999993
[55, 88, 36, 94] - 562.881761880001
[55, 88, 90, 94] - 562.0273141900001
[55, 88, 36, 90] - 577.1835623299994
[55, 79, 71] - 611.4611730000006
[55, 67, 79, 94] - 530.2065741200007
[55, 67, 79, 36] - 540.9884775100004
[55, 67, 79, 90] - 543.0040054200008
[55, 79, 38] - 606.292035999999
[55, 79, 97] - 589.8359059999988
[55, 79, 36, 94] - 599.3704104000001
[55, 79, 90, 94] - 600.2133173999993
[55, 79, 36, 90] - 613.0621515699987
[55, 24, 94, 41] - 511.34656209999997
[55, 24, 90, 41] - 573.8312360700014
[55, 24, 38, 97] - 553.4062170100001
[55, 24, 38, 94] - 512.724251500001
[55, 24, 38, 90] - 573.5045998199993
[55, 24, 94, 97] - 546.2735108900008
[55, 24, 36, 97] - 548.3763527500003
[55, 24, 90, 97] - 610.4341482800003
[55, 24, 36, 94] - 646.1328296500006
[55, 24, 90, 94] - 659.043900900001
[55, 24, 36, 90] - 656.4621205700008
[55, 67, 90, 71] - 523.3045358099993
[55, 38, 71] - 611.5567910000009
[55, 71, 97] - 541.1345529999995
[55, 71, 94] - 636.9694189999989
[55, 36, 71] - 651.9375909999991
[55, 67, 41] - 565.1918979999991
[55, 67, 38, 90] - 537.3458733499998
[55, 67, 97] - 645.7646959999996
[55, 67, 36, 94] - 561.3076888900006
[55, 67, 90, 94] - 560.5447984200001
[55, 67, 36, 90] - 575.5189930399991
[55, 38, 90, 41, 97] - 511.93563038349964
[55, 36, 38, 94, 41] - 549.7836483919989
[55, 38, 90, 94, 41] - 554.2761953826998
[55, 36, 38, 90, 41] - 552.9661591398993
[55, 94, 41, 97] - 620.6917222599994
[55, 36, 41, 97] - 620.9813035299986
[55, 36, 90, 94, 41] - 617.757132785499
[55, 36, 38, 94, 97] - 595.8579010358993
[55, 38, 90, 94, 97] - 594.6135300201994
[55, 36, 38, 90, 97] - 599.5800040965001
[55, 36, 38, 90, 94] - 678.7656530780004
[55, 36, 90, 94, 97] - 638.9309639077991
[1, 57, 104, 31] - 552.0529453999992
[56, 57, 104, 31] - 541.2317821599997
[57, 104, 71, 31] - 579.0732153400012
[67, 57, 104, 31] - 578.3810096099993
[57, 104, 41, 31] - 586.1195929499987
[57, 38, 104, 31] - 577.1907752599999
[57, 104, 97, 31] - 546.1096052100004
[57, 104, 94, 31] - 582.07383155
[57, 36, 104, 31] - 587.0674654399988
[57, 104, 90, 31] - 584.0604268899993
[56, 1, 57, 31] - 537.4308766900004
[1, 57, 71, 31] - 561.9988632000004
[67, 1, 57, 31] - 561.7994457699996
[1, 57, 41, 31] - 559.3499591900003
[1, 57, 38, 31] - 550.8508894899987
[1, 57, 97, 31] - 562.40287487
[1, 57, 94, 31] - 578.5554192700009
[1, 57, 36, 31] - 583.15220692
[1, 57, 90, 31] - 578.5880552500009
[56, 57, 71, 31] - 543.6760471700009
[67, 56, 57, 31] - 543.3995642299999
[56, 57, 41, 31] - 549.3339269600008
[56, 57, 38, 31] - 539.99231368
[56, 57, 97, 31] - 542.4224833199999
[56, 57, 94, 31] - 544.2315433500006
[56, 57, 36, 31] - 546.8709355799996
[56, 57, 90, 31] - 542.6660511999997
[67, 57, 71, 31] - 587.0145974200005
[57, 71, 41, 31] - 583.1633040499989
[57, 38, 71, 31] - 572.5721695199998
[57, 71, 97, 31] - 560.1389942799999
[57, 71, 94, 31] - 592.1365215099996
[57, 36, 71, 31] - 595.2824249599988
[57, 90, 71, 31] - 592.2416449500007
[67, 57, 41, 31] - 584.5768242700003
[67, 57, 38, 31] - 574.2360420299992
[67, 57, 97, 31] - 560.4013294299995
[67, 57, 94, 31] - 591.5232661899989
[67, 57, 36, 31] - 595.5115329499997
[67, 57, 90, 31] - 592.0758847399995
[57, 38, 41, 31] - 583.6823738499996
[57, 41, 97, 31] - 551.4399897300012
[57, 94, 41, 31] - 586.7987497000006
[57, 36, 41, 31] - 591.1391459099991
[57, 90, 41, 31] - 587.8129302300006
[57, 38, 97, 31] - 541.8774480599999
[57, 38, 94, 31] - 576.9225748100004
[57, 36, 38, 31] - 581.83774982
[57, 38, 90, 31] - 577.7568240299996
[57, 94, 31, 97] - 570.8888428100012
[57, 36, 31, 97] - 574.4118954199993
[57, 90, 31, 97] - 569.2722541799999
[57, 36, 94, 31] - 611.0528805099996
[57, 90, 94, 31] - 606.8713498299999
[57, 36, 90, 31] - 611.5238675699999
[57, 104, 5] - 540.5959979999997
[57, 5, 71] - 511.77451500000075
[67, 57, 5] - 516.1984930000001
[57, 38, 5, 41] - 532.08839579
[57, 5, 41, 97] - 521.5195225700002
[57, 5, 94, 41] - 530.8570534100007
[57, 36, 5, 41] - 532.7176647
[57, 5, 90, 41] - 531.6553395999999
[57, 5, 38, 97] - 556.2867675500006
[57, 5, 38, 94] - 565.2070925800003
[57, 36, 5, 38] - 567.4076627499998
[57, 5, 38, 90] - 564.7377851000009
[57, 5, 94, 97] - 613.8643228500002
[57, 36, 5, 97] - 616.5501717799989
[57, 5, 90, 97] - 615.39761434
[57, 36, 5, 94] - 623.1220031199995
[57, 5, 90, 94] - 623.1924042500019
[57, 36, 5, 90] - 626.5652230099993
[24, 57, 2] - 631.8761949999998
[57, 2, 38, 41] - 522.3044381200002
[57, 2, 94, 41] - 521.2095963200009
[57, 2, 36, 41] - 517.6160253899997
[57, 2, 90, 41] - 522.3636574999998
[57, 2, 38, 97] - 533.5844255800006
[57, 2, 38, 94] - 557.7920097199991
[57, 2, 36, 38] - 554.6002901700002
[57, 2, 38, 90] - 557.5159227900017
[57, 2, 94, 97] - 568.2329083799991
[57, 2, 36, 97] - 565.1205460199994
[57, 2, 90, 97] - 570.01137259
[57, 2, 36, 94] - 586.7686411800009
[57, 2, 90, 94] - 591.5390510000016
[57, 2, 36, 90] - 589.9809995500001
[57, 104, 120] - 543.6225870000002
[56, 1, 57, 104] - 568.9152033500004
[1, 57, 104, 71] - 584.3761870199994
[67, 1, 57, 104] - 581.0084474900005
[1, 57, 104, 41] - 559.29345057
[1, 57, 38, 104] - 552.6310082000003
[1, 57, 104, 97] - 570.7468244400009
[1, 57, 104, 94] - 585.95860467
[1, 57, 36, 104] - 592.3801262300001
[1, 57, 104, 90] - 587.7294202999991
[88, 57, 104] - 531.8090730000004
[79, 57, 104] - 527.0416280000001
[56, 57, 104, 71] - 623.6917765699995
[67, 56, 57, 104] - 618.5355238999992
[56, 57, 104, 41] - 637.4303105299985
[56, 57, 38, 104] - 632.2913249800007
[56, 57, 104, 97] - 664.0283723900006
[56, 57, 104, 94] - 665.70803281
[56, 57, 36, 104] - 668.0061174500019
[56, 57, 104, 90] - 665.08496762
[67, 57, 104, 71, 94] - 522.1172033395997
[67, 57, 36, 104, 71] - 526.5917015278999
[67, 57, 104, 90, 71] - 526.4391859576998
[57, 104, 71, 41] - 629.7365482099985
[57, 38, 104, 71] - 651.9317550699992
[57, 104, 71, 94, 97] - 515.5476916211996
[57, 36, 104, 71, 97] - 519.4795272076997
[57, 104, 90, 71, 97] - 518.3282228993008
[57, 36, 104, 71, 94] - 540.6025914857004
[57, 104, 90, 71, 94] - 539.8747025801013
[57, 36, 104, 90, 71] - 544.769627913298
[67, 57, 104, 41] - 630.0075934400002
[67, 57, 38, 104] - 652.5298446099991
[67, 57, 104, 94, 97] - 514.2425752433004
[67, 57, 36, 104, 97] - 518.7733044686006
[67, 57, 104, 90, 97] - 517.2066905155996
[67, 57, 36, 104, 94] - 540.2511656353994
[67, 57, 104, 90, 94] - 539.8598079896994
[67, 57, 36, 104, 90] - 545.0015745657997
[57, 36, 104, 38, 41] - 508.5074285049997
[57, 104, 38, 90, 41] - 506.72364086069985
[57, 104, 41, 97] - 638.3297265000011
[57, 36, 104, 94, 41] - 508.7144520530006
[57, 104, 90, 94, 41] - 507.1359197177998
[57, 36, 104, 90, 41] - 511.1295441042006
[57, 104, 38, 97] - 664.9141099699984
[57, 36, 104, 38, 94] - 528.0430620757996
[57, 104, 38, 90, 94] - 525.7975584781996
[57, 36, 104, 38, 90] - 530.7026883974
[57, 36, 104, 94, 97] - 551.0283882957013
[57, 104, 90, 94, 97] - 549.6922613495004
[57, 36, 104, 90, 97] - 553.8960303083998
[57, 36, 104, 90, 94] - 580.3628323353997
[57, 71, 120] - 527.7561230000003
[67, 57, 120] - 530.136725
[57, 38, 41, 120] - 547.0562127900002
[57, 41, 97, 120] - 520.4488790700009
[57, 94, 41, 120] - 552.10271868
[57, 36, 41, 120] - 551.9517355299995
[57, 90, 41, 120] - 551.46170571
[57, 38, 97, 120] - 535.2773263799994
[57, 38, 94, 120] - 565.2347421899999
[57, 36, 38, 120] - 565.293044529999
[57, 38, 90, 120] - 563.1665495300002
[57, 94, 97, 120] - 610.7818269999997
[57, 36, 97, 120] - 609.5459051800003
[57, 90, 97, 120] - 607.9552035999995
[57, 36, 94, 120] - 639.8876452199997
[57, 90, 94, 120] - 638.1051101500004
[57, 36, 90, 120] - 639.4278475400006
[1, 56, 57, 71] - 573.2825113400002
[67, 1, 56, 57] - 571.0702613800005
[1, 56, 57, 41] - 543.9733976599995
[1, 56, 57, 38] - 535.9411576900005
[1, 56, 57, 97] - 571.65296969
[1, 56, 57, 94] - 571.9557658299997
[1, 56, 57, 36] - 576.3754660699987
[1, 56, 57, 90] - 570.5709054200001
[67, 1, 57, 71] - 591.0557209700007
[1, 57, 71, 41] - 557.4773890600004
[1, 57, 38, 71] - 549.1906481499994
[1, 57, 71, 97] - 586.3341809799999
[1, 57, 71, 94] - 597.6178558599998
[1, 57, 36, 71] - 602.2528738000002
[1, 57, 90, 71] - 597.6201505699993
[1, 67, 57, 41] - 557.5935434899993
[1, 67, 57, 38] - 550.1437586800012
[1, 67, 57, 97] - 584.5699956199998
[1, 67, 57, 94] - 594.4398629900012
[1, 67, 57, 36] - 599.9460654000014
[1, 67, 57, 90] - 594.1704454100009
[1, 57, 38, 41] - 558.3337838500005
[1, 57, 41, 97] - 546.4742286800006
[1, 57, 94, 41] - 560.0900033900002
[1, 57, 36, 41] - 566.2422511300001
[1, 57, 90, 41] - 561.3333188000005
[1, 57, 38, 97] - 538.0256347900003
[1, 57, 38, 94] - 552.6226705399996
[1, 57, 36, 38] - 559.6635813400004
[1, 57, 38, 90] - 553.8611262900006
[1, 57, 94, 97] - 596.1661274799991
[1, 57, 36, 97] - 601.3349771000001
[1, 57, 90, 97] - 594.0320870899992
[1, 57, 36, 94] - 618.2546357900022
[1, 57, 90, 94] - 611.9694562399993
[1, 57, 36, 90] - 617.7657668500004
[88, 57, 94] - 531.9176860000001
[88, 57, 36] - 535.5083910000013
[88, 57, 90] - 533.5199489999993
[57, 79, 97] - 515.7778389999996
[57, 79, 94] - 558.8070269999997
[57, 79, 36] - 557.5382749999998
[57, 79, 90] - 562.0884229999999
[67, 56, 57, 71] - 601.4468223400002
[56, 57, 71, 41] - 596.9625286200001
[56, 57, 38, 71] - 588.5889197
[56, 57, 71, 97] - 625.2286707299997
[56, 57, 71, 94] - 625.2769870399997
[56, 57, 36, 71] - 627.5767368999999
[56, 57, 90, 71] - 623.655428120001
[56, 67, 57, 41] - 597.1459346700003
[56, 67, 57, 38] - 589.1892762600006
[56, 67, 57, 97] - 620.3576231600019
[56, 67, 57, 94] - 622.5896895500005
[56, 67, 57, 36] - 624.2305277700025
[56, 67, 57, 90] - 620.8243619400002
[56, 57, 38, 41] - 637.5068762100004
[56, 57, 41, 97] - 638.9885026600001
[56, 57, 94, 41] - 639.6957120000012
[56, 57, 36, 41] - 642.0518189400012
[56, 57, 90, 41] - 638.6581283800002
[56, 57, 38, 97] - 632.0247905399995
[56, 57, 38, 94] - 634.0652108800011
[56, 57, 36, 38] - 636.4163463099999
[56, 57, 38, 90] - 632.1418416100005
[56, 57, 94, 97] - 666.5246509799999
[56, 57, 36, 97] - 669.0950449599989
[56, 57, 90, 97] - 664.2465718900012
[56, 57, 36, 94] - 671.9599342600018
[56, 57, 90, 94] - 668.0958995500005
[56, 57, 36, 90] - 669.5008856499994
[57, 24, 41] - 548.5008760000013
[57, 24, 38] - 594.1927880000009
[57, 24, 97] - 659.3564200000004
[57, 24, 94] - 663.2923669999998
[57, 24, 36] - 663.1658
[57, 24, 90] - 666.5393289999994
[67, 57, 71, 41] - 610.9085992800019
[67, 57, 38, 71] - 630.6126570700003
[67, 57, 71, 94, 97] - 505.22975428170065
[67, 57, 36, 71, 97] - 509.1137376955
[67, 57, 90, 71, 97] - 507.11464920870003
[67, 57, 36, 71, 94] - 529.9506277761
[67, 57, 90, 71, 94] - 528.7630821913991
[67, 57, 36, 90, 71] - 533.4185605737007
[57, 38, 71, 41] - 625.7629600299992
[57, 71, 41, 97] - 598.1168765999993
[57, 71, 94, 41] - 629.1591093000011
[57, 36, 71, 41] - 633.2809270300014
[57, 90, 71, 41] - 630.0968524900003
[57, 38, 71, 97] - 620.2901688900006
[57, 38, 71, 94] - 649.2883185399996
[57, 36, 38, 71] - 654.6600322599993
[57, 38, 90, 71] - 650.663293890002
[57, 36, 71, 94, 97] - 526.8793646467997
[57, 90, 71, 94, 97] - 525.0385667410998
[57, 36, 90, 71, 97] - 528.7060560681011
[57, 36, 90, 71, 94] - 551.4146420499009
[67, 57, 38, 41] - 629.1661533499997
[67, 57, 41, 97] - 598.1363554399996
[67, 57, 94, 41] - 630.63087816
[67, 57, 36, 41] - 634.5897526000001
[67, 57, 90, 41] - 632.6316375099992
[67, 57, 38, 97] - 621.7029344099999
[67, 57, 38, 94] - 651.1189402699987
[67, 57, 36, 38] - 656.6352621099991
[67, 57, 38, 90] - 653.8432924099991
[67, 57, 36, 94, 97] - 527.7834592868004
[67, 57, 90, 94, 97] - 525.8195034921998
[67, 57, 36, 90, 97] - 529.5442636937997
[67, 57, 36, 90, 94] - 552.6682728706994
[57, 36, 38, 94, 41, 97] - 587.6309763919872
[57, 38, 90, 94, 41, 97] - 586.4517186909079
[57, 36, 38, 90, 41, 97] - 587.2336065511764
[57, 36, 38, 90, 94, 41] - 608.9741244768653
[57, 36, 90, 94, 41, 97] - 589.112907862762
[57, 36, 38, 90, 94, 97] - 604.6405932136223
[1, 5, 41, 31] - 513.1479640799998
[1, 5, 94, 31] - 522.3117402600001
[1, 36, 5, 31] - 528.3261530400005
[1, 5, 90, 31] - 538.5233375199989
[56, 5, 31] - 584.5290059999988
[5, 71, 31] - 570.2717809999992
[67, 5, 31] - 576.8687449999999
[5, 90, 41, 31] - 510.90583977999916
[5, 97, 31] - 642.221221
[36, 5, 94, 31] - 527.63212349
[5, 90, 94, 31] - 525.2564452600006
[36, 5, 90, 31] - 528.8014948299992
[56, 1, 104, 31] - 536.4425458700008
[1, 104, 90, 71, 31] - 518.0288373408994
[1, 67, 104, 90, 31] - 517.6808930329001
[1, 104, 90, 41, 31] - 536.0257045401997
[1, 38, 104, 31] - 640.5666225100008
[1, 104, 97, 31] - 628.5638629500003
[1, 36, 104, 94, 31] - 510.72865948890103
[1, 104, 90, 94, 31] - 509.20602495380075
[1, 36, 104, 90, 31] - 517.6416917142993
[56, 104, 71, 31] - 544.5872825099999
[67, 56, 104, 31] - 543.1317709300006
[56, 104, 41, 31] - 549.0088903999996
[56, 38, 104, 31] - 541.0902857199993
[56, 104, 97, 31] - 542.3597034699992
[56, 104, 94, 31] - 542.6955466500007
[56, 36, 104, 31] - 547.9515271500006
[56, 104, 90, 31] - 544.41523121
[67, 104, 90, 71, 31] - 524.4011258272013
[104, 90, 71, 41, 31] - 519.3470931876997
[38, 104, 71, 31] - 666.7346340399989
[104, 71, 97, 31] - 641.3673334299999
[104, 71, 94, 31] - 654.6939870800005
[36, 104, 71, 31] - 661.6049810899993
[67, 104, 90, 41, 31] - 520.0197216621999
[67, 38, 104, 31] - 667.2557629900004
[67, 104, 97, 31] - 639.7820176000005
[67, 104, 94, 31] - 652.718310560001
[67, 36, 104, 31] - 660.9978089599994
[38, 104, 41, 31] - 646.8099091399998
[104, 41, 97, 31] - 613.4992969
[36, 104, 94, 41, 31] - 511.39629838850095
[104, 90, 94, 41, 31] - 509.8189876854003
[36, 104, 90, 41, 31] - 516.6900188502001
[104, 38, 97, 31] - 632.8520340900001
[104, 38, 94, 31] - 606.3825323899997
[36, 104, 38, 31] - 613.7864647199999
[104, 38, 90, 31] - 670.133458890001
[104, 94, 31, 97] - 575.4089487000005
[36, 104, 31, 97] - 581.5045509600018
[104, 90, 31, 97] - 638.2953594599998
[36, 104, 90, 94, 31] - 535.3652544816011
[90, 31, 120] - 513.0947409999997
[88, 1, 79, 31] - 556.6973460900005
[88, 56, 1, 31] - 507.3619056199994
[88, 1, 41, 31] - 644.2338242300001
[88, 1, 97, 31] - 559.9896327400006
[88, 1, 36, 94, 31] - 519.6050276933998
[88, 1, 90, 94, 31] - 515.6851933693999
[88, 1, 36, 90, 31] - 518.0175807919012
[1, 79, 41, 31] - 639.6715347300005
[1, 79, 97, 31] - 572.6114801500008
[1, 79, 36, 94, 31] - 530.6493805459004
[1, 79, 90, 94, 31] - 531.09214992
[1, 79, 36, 90, 31] - 530.9575630897008
[1, 56, 71, 41, 31] - 528.9234968968996
[1, 56, 71, 97, 31] - 525.9277515820997
[1, 56, 71, 94, 31] - 526.9891862218005
[1, 56, 36, 71, 31] - 531.4815487738007
[1, 56, 90, 71, 31] - 525.5328522844999
[1, 56, 67, 41, 31] - 528.2290600307992
[1, 56, 67, 97, 31] - 523.9553388443002
[1, 56, 67, 94, 31] - 523.9501600103998
[1, 56, 67, 36, 31] - 526.5437870039993
[1, 56, 67, 90, 31] - 524.3278974771
[1, 56, 41, 97, 31] - 649.5175627508995
[1, 56, 94, 41, 31] - 649.7160698069994
[1, 56, 36, 41, 31] - 651.8043745482014
[1, 56, 90, 41, 31] - 646.7440881897998
[1, 56, 38, 31] - 534.9438868500006
[1, 56, 94, 31, 97] - 647.6341187387987
[1, 56, 36, 31, 97] - 649.8886314023998
[1, 56, 90, 31, 97] - 644.4463372570013
[1, 56, 36, 94, 31] - 651.2637519578014
[1, 56, 90, 94, 31] - 645.9889914277007
[1, 56, 36, 90, 31] - 647.384574446602
[1, 24, 90, 31] - 554.5714321699994
